Step,Temperature,Humidity,Light,CO2,HumidityRatio,Action,Reward
398,0.1639604,0.106695116,0.0,0.0759169,0.10613338,0,0
399,0.1639604,0.106695116,0.0,0.07403608,0.10613338,0,0
400,0.1639604,0.106695116,0.0,0.06668376,0.10613338,0,0
401,0.1639604,0.106695116,0.0,0.0684791,0.10613338,0,0
402,0.1639604,0.106695116,0.0,0.06822262,0.10613338,0,0
403,0.18356435,0.106695116,0.0,0.063349575,0.11482245,0,0
404,0.17049505,0.106695116,0.0,0.064119,0.1090254,0,0
405,0.1639604,0.106695116,0.0,0.06976148,0.10613338,0,0
406,0.1639604,0.101360366,0.0,0.072326235,0.102436155,0,0
407,0.1639604,0.101360366,0.0,0.06924853,0.102436155,0,0
408,0.16918811,0.09602561,0.0,0.064324185,0.10104215,0,0
409,0.17267327,0.09602561,0.0,0.06651278,0.10257912,0,0
410,0.1639604,0.09602561,0.0,0.065828845,0.09873901,0,0
411,0.1639604,0.09133102,0.0,0.062067196,0.09548561,0,0
412,0.17441584,0.08898373,0.0,0.062067196,0.0984546,0,0
413,0.1639604,0.09602561,0.0,0.058989484,0.09873901,0,0
414,0.1639604,0.09602561,0.0,0.064119,0.09873901,0,0
415,0.17049505,0.09309149,0.0,0.06360605,0.0995815,0,0
416,0.1639604,0.090157375,0.0,0.05924596,0.09467227,0,0
417,0.1639604,0.08428914,0.0,0.05967342,0.09060563,0,0
418,0.17049505,0.090157375,0.0,0.058989484,0.09754466,0,0
419,0.1639604,0.09133102,0.0,0.059194665,0.09548561,0,0
420,0.1770297,0.08428914,0.0,0.05796358,0.09634079,0,0
421,0.1639604,0.08722326,0.0,0.056937676,0.09263894,0,0
422,0.1639604,0.08428914,0.0,0.054885868,0.09060563,0,0
423,0.1639604,0.08428914,0.0,0.0502693,0.09060563,0,0
424,0.1639604,0.08428914,0.0,0.048730444,0.09060563,0,0
425,0.1639604,0.08428914,0.0,0.049756348,0.09060563,0,0
426,0.1639604,0.08428914,0.0,0.052321106,0.09060563,0,0
427,0.1639604,0.08428914,0.0,0.054885868,0.09060563,0,0
428,0.1639604,0.08428914,0.0,0.056937676,0.09060563,0,0
429,0.15603961,0.080732636,0.0,0.05411644,0.08467867,0,0
430,0.1639604,0.08428914,0.0,0.05411644,0.09060563,0,0
431,0.1639604,0.081621766,0.0,0.044370353,0.088757195,0,0
432,0.1639604,0.08428914,0.0,0.04847397,0.09060563,0,0
433,0.1639604,0.081621766,0.0,0.056168247,0.088757195,0,0
434,0.1639604,0.08428914,0.0,0.05420193,0.09060563,0,0
435,0.1639604,0.08428914,0.0,0.053859964,0.09060563,0,0
436,0.1639604,0.07895439,0.0,0.05539882,0.08690879,0,0
437,0.1639604,0.07895439,0.0,0.05745063,0.08690879,0,0
438,0.1639604,0.073619634,0.0,0.049345985,0.08321203,0,0
439,0.1639604,0.070418775,0.0,0.04907241,0.08099402,0,0
440,0.1639604,0.07628701,0.0,0.05146619,0.085060395,0,0
441,0.1639604,0.073619634,0.0,0.049499873,0.08321203,0,0
442,0.1639604,0.073619634,0.0,0.053005043,0.08321203,0,0
443,0.1580198,0.07121899,0.0,0.048730444,0.07896139,0,0
444,0.1580198,0.07121899,0.0,0.04770454,0.07896139,0,0
445,0.1639604,0.073619634,0.0,0.05112422,0.08321203,0,0
446,0.1639604,0.073619634,0.0,0.046678636,0.08321203,0,0
447,0.1639604,0.07121899,0.0,0.043600924,0.08154852,0,0
448,0.1580198,0.061349694,0.0,0.04231854,0.072133325,0,0
449,0.15920793,0.065937586,0.0,0.045037188,0.07582342,0,0
450,0.1639604,0.06401707,0.0,0.04462683,0.0765581,0,0
451,0.1639604,0.06401707,0.0,0.041549116,0.0765581,0,0
452,0.15445544,0.061669778,0.0,0.042164657,0.07081035,0,0
453,0.1449505,0.05548146,0.0,0.04093357,0.062431447,0,0
454,0.14019802,0.053347558,0.0,0.04257502,0.058914583,0,0
455,0.14019802,0.058682315,0.0,0.044883303,0.062588066,0,0
456,0.14811881,0.06721792,0.0,0.044284858,0.07189632,0,0
457,0.14019802,0.053347558,0.0,0.040266734,0.058914583,0,0
458,0.14019802,0.057615366,0.0,0.04031803,0.061853364,0,0
459,0.14019802,0.06401707,0.0,0.04231854,0.06626164,0,0
460,0.14019802,0.058682315,0.0,0.041036163,0.062588066,0,0
461,0.14019802,0.056904063,0.0,0.043258954,0.061363563,0,0
462,0.14019802,0.06401707,0.0,0.043344446,0.06626164,0,0
463,0.14019802,0.053347558,0.0,0.043344446,0.058914583,0,0
464,0.14019802,0.053347558,0.0,0.040779687,0.058914583,0,0
465,0.1359208,0.053347558,0.0,0.034778148,0.057075404,0,0
466,0.14019802,0.053347558,0.0,0.042831495,0.058914583,0,0
467,0.14019802,0.056014936,0.0,0.041549116,0.060751315,0,0
468,0.12594059,0.053347558,0.0,0.04257502,0.052791003,0,0
469,0.14019802,0.053347558,0.0,0.040779687,0.058914583,0,0
470,0.14019802,0.053347558,0.0,0.04093357,0.058914583,0,0
471,0.14019802,0.053347558,0.0,0.041207146,0.058914583,0,0
472,0.12950495,0.053347558,0.0,0.04513978,0.05432002,0,0
473,0.1330693,0.053347558,0.0,0.04531076,0.05585029,0,0
474,0.12415841,0.053347558,0.0,0.038214926,0.052026965,0,0
475,0.12415841,0.053347558,0.0,0.035137214,0.052026965,0,0
476,0.12415841,0.053347558,0.0,0.031803027,0.052026965,0,0
477,0.12950495,0.048012804,0.0,0.03282893,0.050656904,0,0
478,0.12415841,0.048012804,0.0,0.033854835,0.048368976,0,0
479,0.1330693,0.049791057,0.0,0.03881337,0.05340592,0,0
480,0.12415841,0.042678047,0.0,0.038471404,0.04471108,0,0
481,0.12415841,0.042678047,0.0,0.032315977,0.04471108,0,0
482,0.13485149,0.042678047,0.0,0.036419597,0.049279477,0,0
483,0.12950495,0.042678047,0.0,0.03411131,0.046993878,0,0
484,0.11881188,0.042678047,0.0,0.03488074,0.04243108,0,0
485,0.11881188,0.042678047,0.0,0.03949731,0.04243108,0,0
486,0.13485149,0.042678047,0.0,0.03359836,0.049279477,0,0
487,0.12308911,0.04481195,0.0,0.030674532,0.045717593,0,0
488,0.11881188,0.042678047,0.0,0.03806104,0.04243108,0,0
489,0.12594059,0.042678047,0.0,0.037787467,0.045471698,0,0
490,0.11881188,0.042678047,0.0,0.032657947,0.04243108,0,0
491,0.11881188,0.042678047,0.0,0.033085406,0.04243108,0,0
492,0.12415841,0.042678047,0.0,0.032572456,0.04471108,0,0
493,0.11881188,0.042678047,0.0,0.036419597,0.04243108,0,0
494,0.12415841,0.036809817,0.0,0.03488074,0.04068749,0,0
495,0.11881188,0.042678047,0.0,0.02769941,0.04243108,0,0
496,0.11881188,0.042678047,0.0,0.031632043,0.04243108,0,0
497,0.12308911,0.042678047,0.0,0.036419597,0.044254854,0,0
498,0.11881188,0.042678047,0.0,0.03718902,0.04243108,0,0
499,0.11881188,0.037983462,0.0,0.033957426,0.03921671,0,0
500,0.11881188,0.042678047,0.0,0.028468838,0.04243108,0,0
501,0.11881188,0.042678047,0.0,0.028896298,0.04243108,0,0
502,0.11881188,0.042678047,0.0,0.029494742,0.04243108,0,0
503,0.11881188,0.034853738,0.0,0.032999914,0.037073836,0,0
504,0.11881188,0.042678047,0.0,0.03539369,0.04243108,0,0
505,0.12415841,0.03974393,0.0,0.03359836,0.04269927,0,0
506,0.12308911,0.035636168,0.0,0.03539369,0.039427917,0,0
507,0.12594059,0.030941585,0.0,0.034367785,0.037420873,0,0
508,0.11881188,0.030941585,0.0,0.035051722,0.03439528,0,0
509,0.12950495,0.030941585,0.0,0.03359836,0.038935527,0,0
510,0.12415841,0.028274206,0.0,0.029494742,0.034835193,0,0
511,0.12950495,0.030941585,0.0,0.030777123,0.038935527,0,0
512,0.1359208,0.028807683,0.0,0.029033085,0.040197458,0,0
513,0.1330693,0.030941585,0.0,0.028212363,0.040451422,0,0
514,0.13485149,0.028274206,0.0,0.024365222,0.039375886,0,0
515,0.12950495,0.030941585,0.0,0.026929982,0.038935527,0,0
516,0.12736633,0.030941585,0.0,0.029443447,0.038026586,0,0
517,0.12594059,0.02738508,0.0,0.02684449,0.034981314,0,0
518,0.11881188,0.025606828,0.0,0.025904078,0.030742789,0,0
519,0.1330693,0.02738508,0.0,0.027186459,0.038007304,0,0
520,0.12950495,0.030941585,0.0,0.025647601,0.038935527,0,0
521,0.12594059,0.030941585,0.0,0.029238267,0.037420873,0,0
522,0.12950495,0.025606828,0.0,0.024621697,0.035272785,0,0
523,0.11881188,0.028807683,0.0,0.022877662,0.032934275,0,0
524,0.11881188,0.028274206,0.0,0.022313414,0.032569025,0,0
525,0.11881188,0.028274206,0.0,0.025391126,0.032569025,0,0
526,0.12415841,0.025606828,0.0,0.024365222,0.033006396,0,0
527,0.11881188,0.025606828,0.0,0.026160553,0.030742789,0,0
528,0.11881188,0.030941585,0.0,0.02641703,0.03439528,0,0
529,0.11881188,0.022939451,0.0,0.029922202,0.028916575,0,0
530,0.11881188,0.020272072,0.0,0.02898179,0.027090384,0,0
531,0.11881188,0.028274206,0.0,0.031290073,0.032569025,0,0
532,0.11881188,0.025606828,0.0,0.0320595,0.030742789,0,0
533,0.11881188,0.020272072,0.0,0.028725315,0.027090384,0,0
534,0.11881188,0.020272072,0.0,0.028212363,0.027090384,0,0
535,0.11881188,0.020272072,0.0,0.026502522,0.027090384,0,0
536,0.11881188,0.024539877,0.0,0.027802,0.0300123,0,0
537,0.11881188,0.020272072,0.0,0.030777123,0.027090384,0,0
538,0.11881188,0.020272072,0.0,0.022740874,0.027090384,0,0
539,0.11881188,0.020272072,0.0,0.02513465,0.027090384,0,0
540,0.11881188,0.020272072,0.0,0.026673507,0.027090384,0,0
541,0.11881188,0.020272072,0.0,0.02513465,0.027090384,0,0
542,0.11881188,0.020272072,0.0,0.023698384,0.027090384,0,0
543,0.11881188,0.020272072,0.0,0.023766778,0.027090384,0,0
544,0.11881188,0.020272072,0.0,0.024108745,0.027090384,0,0
545,0.11881188,0.020272072,0.0,0.02769941,0.027090384,0,0
546,0.11881188,0.020272072,0.0,0.030520646,0.027090384,0,0
547,0.11881188,0.022939451,0.0,0.029238267,0.028916575,0,0
548,0.11287129,0.020272072,0.0,0.029751219,0.024584202,0,0
549,0.11287129,0.020272072,0.0,0.026673507,0.024584202,0,0
550,0.11881188,0.020272072,0.0,0.027442934,0.027090384,0,0
551,0.11287129,0.012803414,0.0,0.027186459,0.01947894,0,0
552,0.11287129,0.017871432,0.0,0.024108745,0.022943206,0,0
553,0.11089109,0.01707122,0.0,0.023339318,0.021562712,0,0
554,0.1009901,0.013070152,0.0,0.022826366,0.014674464,0,0
555,0.11287129,0.017871432,0.0,0.02513465,0.022943206,0,0
556,0.106930695,0.015470793,0.0,0.025647601,0.01880457,0,0
557,0.10455445,0.014510537,0.0,0.027186459,0.017151507,0,0
558,0.102970295,0.01707122,0.0,0.026160553,0.018232508,0,0
559,0.11881188,0.020272072,0.0,0.027186459,0.027090384,0,0
560,0.11287129,0.017871432,0.0,0.023082841,0.022943206,0,0
561,0.1009901,0.015470793,0.0,0.024878174,0.016310321,0,0
562,0.11287129,0.017871432,0.0,0.023339318,0.022943206,0,0
563,0.1009901,0.013070152,0.0,0.017953321,0.014674464,0,0
564,0.106930695,0.017871432,0.0,0.019235702,0.020442996,0,0
565,0.11089109,0.01707122,0.0,0.023766778,0.021562712,0,0
566,0.10455445,0.014510537,0.0,0.026776096,0.017151507,0,0
567,0.102970295,0.013870365,0.0,0.02342481,0.01605022,0,0
568,0.106930695,0.015470793,0.0,0.018466273,0.01880457,0,0
569,0.106930695,0.015470793,0.0,0.015901513,0.01880457,0,0
570,0.106930695,0.015470793,0.0,0.022313414,0.01880457,0,0
571,0.102970295,0.013870365,0.0,0.027870394,0.01605022,0,0
572,0.106930695,0.015470793,0.0,0.022056937,0.01880457,0,0
573,0.1009901,0.013070152,0.0,0.021543985,0.014674464,0,0
574,0.09504951,0.010669512,0.0,0.02267248,0.010552869,0,0
575,0.09504951,0.010669512,0.0,0.027186459,0.010552869,0,0
576,0.09504951,0.013070152,0.0,0.024365222,0.012186162,0,0
577,0.09504951,0.010669512,0.0,0.022398906,0.010552869,0,0
578,0.09504951,0.010669512,0.0,0.018979225,0.010552869,0,0
579,0.09504951,0.013070152,0.0,0.01872275,0.012186162,0,0
580,0.09504951,0.010669512,0.0,0.024621697,0.010552869,0,0
581,0.09504951,0.010669512,0.0,0.028468838,0.010552869,0,0
582,0.09504951,0.010669512,0.0,0.028468838,0.010552869,0,0
583,0.102970295,0.013870365,0.0,0.024792682,0.01605022,0,0
584,0.09504951,0.010669512,0.0,0.024108745,0.010552869,0,0
585,0.09504951,0.010669512,0.0,0.021800462,0.010552869,0,0
586,0.09504951,0.010669512,0.0,0.01872275,0.010552869,0,0
587,0.09504951,0.010669512,0.0,0.017696844,0.010552869,0,0
588,0.09504951,0.010669512,0.0,0.019321194,0.010552869,0,0
589,0.09504951,0.010669512,0.0,0.023082841,0.010552869,0,0
590,0.089108914,0.013070152,0.0,0.019492177,0.009701256,0,0
591,0.09504951,0.013070152,0.0,0.019492177,0.012186162,0,0
592,0.089108914,0.017871432,0.0,0.020774558,0.01296281,0,0
593,0.09029703,0.016431049,0.0,0.02267248,0.012481757,0,0
594,0.09504951,0.013870365,0.0,0.024792682,0.0127305975,0,0
595,0.09504951,0.01707122,0.0,0.023082841,0.0149083575,0,0
596,0.09504951,0.010669512,0.0,0.022313414,0.010552869,0,0
597,0.089108914,0.010669512,0.0,0.022826366,0.008070505,0,0
598,0.08316832,0.017871432,0.0,0.026929982,0.010476214,0,0
599,0.09504951,0.010669512,0.0,0.026160553,0.010552869,0,0
600,0.09504951,0.010669512,0.0,0.023595793,0.010552869,0,0
601,0.087128714,0.013870365,0.0,0.02000513,0.009417012,0,0
602,0.089108914,0.017871432,0.0,0.01667094,0.01296281,0,0
603,0.09504951,0.010669512,0.0,0.017183892,0.010552869,0,0
604,0.09504951,0.017871432,0.0,0.024621697,0.015452802,0,0
605,0.09504951,0.012590024,0.0,0.021441394,0.011859503,0,0
606,0.09504951,0.010669512,0.0,0.022056937,0.010552869,0,0
607,0.09504951,0.01707122,0.0,0.022398906,0.0149083575,0,0
608,0.09504951,0.010669512,0.0,0.019235702,0.010552869,0,0
609,0.09504951,0.010669512,0.0,0.019594768,0.010552869,0,0
610,0.09504951,0.010669512,0.0,0.020689066,0.010552869,0,0
611,0.09504951,0.010669512,0.0,0.02000513,0.010552869,0,0
612,0.09504951,0.010669512,0.0,0.019748654,0.010552869,0,0
613,0.09504951,0.010669512,0.0,0.022398906,0.010552869,0,0
614,0.09029703,0.010669512,0.0,0.024313927,0.008566706,0,0
615,0.09504951,0.010669512,0.0,0.027186459,0.010552869,0,0
616,0.09504951,0.010669512,0.0,0.024108745,0.010552869,0,0
617,0.09504951,0.010669512,0.0,0.023339318,0.010552869,0,0
618,0.09504951,0.013070152,0.0,0.023082841,0.012186162,0,0
619,0.09504951,0.013070152,0.0,0.022056937,0.012186162,0,0
620,0.09504951,0.010669512,0.0,0.018979225,0.010552869,0,0
621,0.09029703,0.012590024,0.0,0.016106695,0.009871712,0,0
622,0.087128714,0.01707122,0.0,0.016243482,0.011590252,0,0
623,0.09504951,0.010669512,0.0,0.021031033,0.010552869,0,0
624,0.09504951,0.017871432,0.0,0.027186459,0.015452802,0,0
625,0.09504951,0.020272072,0.0,0.024621697,0.017086148,0,0
626,0.09504951,0.020272072,0.0,0.024450714,0.017086148,0,0
627,0.08316832,0.020272072,0.0,0.02000513,0.012104479,0,0
628,0.08316832,0.020272072,0.0,0.021543985,0.012104479,0,0
629,0.07722772,0.013070152,0.0,0.023595793,0.0047416096,0,0
630,0.089108914,0.020272072,0.0,0.019492177,0.014593612,0,0
631,0.09504951,0.020272072,0.0,0.020347098,0.017086148,0,0
632,0.089108914,0.020272072,0.0,0.026673507,0.014593612,0,0
633,0.087128714,0.020272072,0.0,0.024450714,0.013763524,0,0
634,0.09029703,0.016431049,0.0,0.022467298,0.012481757,0,0
635,0.07920792,0.01707122,0.0,0.02684449,0.008278183,0,0
636,0.089108914,0.010669512,0.0,0.02128751,0.008070505,0,0
637,0.089108914,0.020272072,0.0,0.02513465,0.014593612,0,0
638,0.07722772,0.017871432,0.0,0.025818586,0.007993013,0,0
639,0.09504951,0.010669512,0.0,0.027870394,0.010552869,0,0
640,0.09504951,0.016431049,0.0,0.026365735,0.014472803,0,0
641,0.08554456,0.020272072,0.0,0.020620672,0.013099724,0,0
642,0.09504951,0.020272072,0.0,0.020689066,0.017086148,0,0
643,0.08316832,0.020272072,0.0,0.021031033,0.012104479,0,0
644,0.08316832,0.020272072,0.0,0.024108745,0.012104479,0,0
645,0.09504951,0.020272072,0.0,0.024108745,0.017086148,0,0
646,0.07722772,0.017871432,0.0,0.024108745,0.007993013,0,0
647,0.07722772,0.020272072,0.0,0.022826366,0.0096187405,0,0
648,0.076039605,0.020272072,0.0,0.026160553,0.009122001,0,0
649,0.071287125,0.017871432,0.0,0.026673507,0.0055132015,0,0
650,0.071287125,0.020272072,0.0,0.025476618,0.0071363966,0,0
651,0.07722772,0.020272072,0.0,0.02513465,0.0096187405,0,0
652,0.09504951,0.01707122,0.0,0.023766778,0.0149083575,0,0
653,0.071287125,0.010669512,0.0,0.02256989,0.0006437195,0,0
654,0.09504951,0.013070152,0.0,0.022826366,0.012186162,0,0
655,0.08554456,0.010669512,0.0,0.022056937,0.0065827123,0,0
656,0.09504951,0.010669512,0.0,0.024450714,0.010552869,0,0
657,0.087128714,0.010669512,0.0,0.022056937,0.0072438032,0,0
658,0.087128714,0.010669512,0.0,0.021031033,0.0072438032,0,0
659,0.089108914,0.010669512,0.0,0.016157988,0.008070505,0,0
660,0.08316832,0.015470793,0.0,0.019492177,0.008847968,0,0
661,0.09504951,0.015470793,0.0,0.021800462,0.013819474,0,0
662,0.09504951,0.013070152,0.0,0.024108745,0.012186162,0,0
663,0.09504951,0.010669512,0.0,0.024621697,0.010552869,0,0
664,0.087128714,0.010669512,0.0,0.028212363,0.0072438032,0,0
665,0.09504951,0.010669512,0.0,0.024724288,0.010552869,0,0
666,0.09504951,0.010669512,0.0,0.025818586,0.010552869,0,0
667,0.09504951,0.004267805,0.0,0.021236215,0.0061975066,0,0
668,0.09504951,0.002667378,0.0,0.01872275,0.0051086857,0,0
669,0.09504951,0.0,0.0,0.01966316,0.0032940018,0,0
670,0.09504951,0.0,0.0,0.019321194,0.0032940018,0,0
671,0.09504951,0.002667378,0.0,0.017696844,0.0051086857,0,0
672,0.09504951,0.0,0.0,0.01744037,0.0032940018,0,0
673,0.09029703,0.004267805,0.0,0.018979225,0.0042167697,0,0
674,0.087128714,0.003556504,0.0,0.016243482,0.0024145623,0,0
675,0.09504951,0.0,0.0,0.02000513,0.0032940018,0,0
676,0.087128714,0.0,0.0,0.018979225,0.0,0,0
677,0.09504951,0.005334756,0.0,0.018209798,0.0069233915,0,0
678,0.089108914,0.002667378,0.0,0.014875609,0.0026347972,0,0
679,0.089108914,0.0,0.0,0.015901513,0.00082293834,0,0
680,0.09504951,0.0,0.0,0.015901513,0.0032940018,0,0
681,0.09504951,0.0,0.0,0.019321194,0.0032940018,0,0
682,0.09504951,0.003556504,0.0,0.022056937,0.0057135853,0,0
683,0.09504951,0.002667378,0.0,0.018209798,0.0051086857,0,0
684,0.09504951,0.0,0.0,0.014106181,0.0032940018,0,0
685,0.089108914,0.008002134,0.0,0.014619133,0.0062585804,0,0
686,0.089108914,0.008002134,0.0,0.014362657,0.0062585804,0,0
687,0.09504951,0.003556504,0.0,0.017953321,0.0057135853,0,0
688,0.089108914,0.002667378,0.0,0.018979225,0.0026347972,0,0
689,0.08316832,0.010669512,0.0,0.015388561,0.005591528,0,0
690,0.087128714,0.010669512,0.0,0.017953321,0.0072438032,0,0
691,0.07722772,0.010669512,0.0,0.016414465,0.003115934,0,0
692,0.08554456,0.010669512,0.0,0.015901513,0.0065827123,0,0
693,0.09504951,0.010669512,0.0,0.017269386,0.010552869,0,0
694,0.07920792,0.010669512,0.0,0.016585449,0.0039407564,0,0
695,0.09029703,0.010669512,0.0,0.016311875,0.008566706,0,0
696,0.09504951,0.010669512,0.0,0.02000513,0.010552869,0,0
697,0.09504951,0.010669512,0.0,0.019235702,0.010552869,0,0
698,0.08554456,0.010669512,0.0,0.018568864,0.0065827123,0,0
699,0.08316832,0.010669512,0.0,0.021543985,0.005591528,0,0
700,0.09504951,0.010669512,0.0,0.016585449,0.010552869,0,0
701,0.09029703,0.010669512,0.0,0.017337779,0.008566706,0,0
702,0.09504951,0.010669512,0.0,0.017269386,0.010552869,0,0
703,0.089108914,0.010669512,0.0,0.016414465,0.008070505,0,0
704,0.087128714,0.013870365,0.0,0.024108745,0.009417012,0,0
705,0.089108914,0.017871432,0.0,0.01744037,0.01296281,0,0
706,0.09504951,0.013070152,0.0,0.015901513,0.012186162,0,0
707,0.07920792,0.010669512,0.0,0.018637257,0.0039407564,0,0
708,0.08554456,0.010669512,0.0,0.020825854,0.0065827123,0,0
709,0.09504951,0.010669512,0.0,0.017953321,0.010552869,0,0
710,0.089108914,0.010669512,0.0,0.015388561,0.008070505,0,0
711,0.07722772,0.015470793,0.0,0.019748654,0.0063673025,0,0
712,0.07722772,0.017871432,0.0,0.015645036,0.007993013,0,0
713,0.071287125,0.020272072,0.0,0.014191673,0.0071363966,0,0
714,0.07722772,0.020272072,0.0,0.01667094,0.0096187405,0,0
715,0.071287125,0.020272072,0.0,0.014106181,0.0071363966,0,0
716,0.071287125,0.020272072,0.0,0.013080277,0.0071363966,0,0
717,0.071287125,0.020272072,0.0,0.014362657,0.0071363966,0,0
718,0.071287125,0.020272072,0.0,0.012139865,0.0071363966,0,0
719,0.071287125,0.020272072,0.0,0.011797897,0.0071363966,0,0
720,0.071287125,0.020272072,0.0,0.01829529,0.0071363966,0,0
721,0.071287125,0.020272072,0.0,0.016414465,0.0071363966,0,0
722,0.071287125,0.020272072,0.0,0.01261862,0.0071363966,0,0
723,0.071287125,0.020272072,0.0,0.011028469,0.0071363966,0,0
724,0.071287125,0.020272072,0.0,0.015901513,0.0071363966,0,0
725,0.071287125,0.020272072,0.0,0.013593229,0.0071363966,0,0
726,0.071287125,0.020272072,0.0,0.010977173,0.0071363966,0,0
727,0.071287125,0.020272072,0.0,0.014191673,0.0071363966,0,0
728,0.071287125,0.020272072,0.0,0.011028469,0.0071363966,0,0
729,0.071287125,0.020272072,0.0,0.009233137,0.0071363966,0,0
730,0.071287125,0.020272072,0.0,0.012139865,0.0071363966,0,0
731,0.071287125,0.020272072,0.0,0.012567325,0.0071363966,0,0
732,0.071287125,0.020272072,0.0,0.012567325,0.0071363966,0,0
733,0.071287125,0.020272072,0.0,0.014020689,0.0071363966,0,0
734,0.071287125,0.020272072,0.0,0.014533641,0.0071363966,0,0
735,0.071287125,0.020272072,0.0,0.011284945,0.0071363966,0,0
736,0.071287125,0.020272072,0.0,0.012567325,0.0071363966,0,0
737,0.071287125,0.020272072,0.0,0.010977173,0.0071363966,0,0
738,0.071287125,0.020272072,0.0,0.011455929,0.0071363966,0,0
739,0.071287125,0.022939451,0.0,0.014875609,0.0089399675,0,0
740,0.071287125,0.030941585,0.0,0.020774558,0.014350811,0,0
741,0.071287125,0.02738508,0.0,0.015217577,0.011945968,0,0
742,0.071287125,0.028274206,0.0,0.015132085,0.0125471745,0,0
743,0.071287125,0.030941585,0.0,0.01872275,0.014350811,0,0
744,0.071287125,0.028274206,0.0,0.014362657,0.0125471745,0,0
745,0.071287125,0.030941585,0.0,0.010002565,0.014350811,0,0
746,0.071287125,0.030941585,0.0,0.011797897,0.014350811,0,0
747,0.071287125,0.020272072,0.0,0.009233137,0.0071363966,0,0
748,0.071287125,0.023828577,0.0,0.0051295203,0.009541163,0,0
749,0.071287125,0.022939451,0.0,0.0,0.0089399675,0,0
750,0.071287125,0.022939451,0.0,0.010259041,0.0089399675,0,0
751,0.071287125,0.02738508,0.0,0.009404121,0.011945968,0,0
752,0.071287125,0.030941585,0.0,0.0076942807,0.014350811,0,0
753,0.071287125,0.030941585,0.0,0.009746089,0.014350811,0,0
754,0.071287125,0.030941585,0.0,0.011455929,0.014350811,0,0
755,0.071287125,0.030941585,0.0,0.0133367535,0.014350811,0,0
756,0.071287125,0.025606828,0.0,0.015645036,0.01074356,0,0
757,0.071287125,0.028807683,0.0,0.010771993,0.0129079,0,0
758,0.071287125,0.030941585,0.0,0.008976661,0.014350811,0,0
759,0.06257426,0.02738508,0.0,0.014191673,0.008300339,0,0
760,0.071287125,0.030941585,0.0,0.013849705,0.014350811,0,0
761,0.071287125,0.022939451,0.0,0.009746089,0.0089399675,0,0
762,0.071287125,0.028807683,0.0,0.007899461,0.0129079,0,0
763,0.071287125,0.02738508,0.0,0.0059844404,0.011945968,0,0
764,0.071287125,0.030941585,0.0,0.0076942807,0.014350811,0,0
765,0.071287125,0.025606828,0.0,0.0064631957,0.01074356,0,0
766,0.071287125,0.030941585,0.0,0.008036248,0.014350811,0,0
767,0.071287125,0.030941585,0.0,0.010002565,0.014350811,0,0
768,0.071287125,0.030941585,0.0,0.007078738,0.014350811,0,0
769,0.071287125,0.030941585,0.0,0.0043600923,0.014350811,0,0
770,0.071287125,0.030941585,0.0,0.010088056,0.014350811,0,0
771,0.071287125,0.030941585,0.0,0.012481833,0.014350811,0,0
772,0.0660594,0.028807683,0.0,0.008309823,0.010718327,0,0
773,0.060831685,0.026673779,0.0,0.0056424723,0.0070924438,0,0
774,0.0660594,0.031154975,0.0,0.0052321106,0.012303353,0,0
775,0.071287125,0.030941585,0.0,0.008463709,0.014350811,0,0
776,0.053861387,0.023828577,0.0,0.008720185,0.0022681819,0,0
777,0.071287125,0.030941585,0.0,0.0071813287,0.014350811,0,0
778,0.0660594,0.031154975,0.0,0.008104642,0.012303353,0,0
779,0.053861387,0.023828577,0.0,0.010088056,0.0022681819,0,0
780,0.05168317,0.031208321,0.0,0.0033341884,0.0063255043,0,0
781,0.060831685,0.033502266,0.0,0.012003078,0.011697106,0,0
782,0.064752474,0.030941585,0.0,0.014362657,0.011611783,0,0
783,0.06257426,0.031297233,0.0,0.018637257,0.010939625,0,0
784,0.071287125,0.030941585,0.0,0.016157988,0.014350811,0,0
785,0.05168317,0.025873566,0.0,0.011028469,0.0027367675,0,0
786,0.06257426,0.038765892,0.0,0.009746089,0.01597839,0,0
787,0.0660594,0.040330756,0.0,0.0023595793,0.018499523,0,0
788,0.071287125,0.037983462,0.0,0.0037958452,0.019112512,0,0
789,0.071287125,0.033288877,0.0,0.008515004,0.015938029,0,0
790,0.064752474,0.031208321,0.0,0.008463709,0.011791838,0,0
791,0.058217824,0.025606828,0.0,0.0069248527,0.005281974,0,0
792,0.071287125,0.035636168,0.0,0.007283919,0.017525263,0,0
793,0.071287125,0.030941585,0.0,0.0066683767,0.014350811,0,0
794,0.071287125,0.030941585,0.0,0.0061554243,0.014350811,0,0
795,0.071287125,0.030941585,0.0,0.0073523126,0.014350811,0,0
796,0.071287125,0.030941585,0.0,0.010259041,0.014350811,0,0
797,0.071287125,0.030941585,0.0,0.011284945,0.014350811,0,0
798,0.071287125,0.034853738,0.0,0.009404121,0.016996183,0,0
799,0.071287125,0.036809817,0.0,0.0037616482,0.018318886,0,0
800,0.071287125,0.030941585,0.0,0.008720185,0.014350811,0,0
801,0.064752474,0.031208321,0.0,0.011028469,0.011791838,0,0
802,0.071287125,0.038765892,0.0,0.011797897,0.0196416,0,0
803,0.071287125,0.037983462,0.0,0.009335727,0.019112512,0,0
804,0.071287125,0.030941585,0.0,0.0053005046,0.014350811,0,0
805,0.071287125,0.030941585,0.0,0.0058989483,0.014350811,0,0
